id,name,num_users,total_cmt,positive,negative,neutral,average_completion_rate,number of resources,rank_binned,course_classification
C_676900,poetic optics,4419,297.0,114.0,9.0,174.0,NaN,50,NaN,NaN
C_676902,classics of western thought and modern society,3491,14.0,6.0,1.0,7.0,NaN,61,1,NaN
C_676902,classics of western thought and modern society,3491,14.0,6.0,1.0,7.0,NaN,61,1,NaN
C_676902,classics of western thought and modern society,3491,14.0,6.0,1.0,7.0,NaN,61,1,NaN
C_676902,classics of western thought and modern society,3491,14.0,6.0,1.0,7.0,NaN,61,1,NaN
C_676907,social innovation and entrepreneurship,3896,30.0,12.0,2.0,16.0,NaN,37,NaN,NaN
C_676915,modern etiquette,13388,675.0,85.0,25.0,565.0,NaN,55,5,NaN
C_676915,modern etiquette,13388,675.0,85.0,25.0,565.0,NaN,55,5,NaN
C_676915,modern etiquette,13388,675.0,85.0,25.0,565.0,NaN,55,5,NaN
C_676915,modern etiquette,13388,675.0,85.0,25.0,565.0,NaN,55,5,NaN
C_676918,a brief history of technological innovation,327,1.0,0.0,0.0,1.0,NaN,54,9,NaN
C_676918,a brief history of technological innovation,327,1.0,0.0,0.0,1.0,NaN,54,9,NaN
C_676918,a brief history of technological innovation,327,1.0,0.0,0.0,1.0,NaN,54,9,NaN
C_676918,a brief history of technological innovation,327,1.0,0.0,0.0,1.0,NaN,54,9,NaN
C_676923,comprehensive course in academic english,1,NaN,NaN,NaN,NaN,NaN,38,NaN,NaN
C_676934,the power of design,3175,17.0,2.0,3.0,12.0,NaN,61,5,NaN
C_676934,the power of design,3175,17.0,2.0,3.0,12.0,NaN,61,5,NaN
C_676934,the power of design,3175,17.0,2.0,3.0,12.0,NaN,61,5,NaN
C_676934,the power of design,3175,17.0,2.0,3.0,12.0,NaN,61,5,NaN
C_676942,world cross-cultural exchange,1,NaN,NaN,NaN,NaN,NaN,110,NaN,NaN
C_676943,big data and internet of things,5,NaN,NaN,NaN,NaN,NaN,17,1,NaN
C_676943,big data and internet of things,5,NaN,NaN,NaN,NaN,NaN,17,1,NaN
C_676943,big data and internet of things,5,NaN,NaN,NaN,NaN,NaN,17,1,NaN
C_676943,big data and internet of things,5,NaN,NaN,NaN,NaN,NaN,17,1,NaN
C_676949,artificial intelligence frontiers and industry trends,2,NaN,NaN,NaN,NaN,NaN,6,1,NaN
C_676949,artificial intelligence frontiers and industry trends,2,NaN,NaN,NaN,NaN,NaN,6,1,NaN
C_676949,artificial intelligence frontiers and industry trends,2,NaN,NaN,NaN,NaN,NaN,6,1,NaN
C_676949,artificial intelligence frontiers and industry trends,2,NaN,NaN,NaN,NaN,NaN,6,1,NaN
C_676950,comparative constitution,4711,12.0,2.0,3.0,7.0,NaN,41,1,NaN
C_676950,comparative constitution,4711,12.0,2.0,3.0,7.0,NaN,41,1,NaN
C_676950,comparative constitution,4711,12.0,2.0,3.0,7.0,NaN,41,1,NaN
C_676950,comparative constitution,4711,12.0,2.0,3.0,7.0,NaN,41,1,NaN
C_676952,photojournalism,1,NaN,NaN,NaN,NaN,NaN,34,4,NaN
C_676952,photojournalism,1,NaN,NaN,NaN,NaN,NaN,34,4,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676953,assembly language programming,7346,73.0,9.0,16.0,48.0,NaN,140,1,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676962,nature protection and ecological security: saving our planet,1497,4.0,1.0,1.0,2.0,NaN,48,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676967,chinese education technology and practice,1624,10.0,9.0,1.0,0.0,NaN,75,9,NaN
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676969,china’s real estate development path,11408,278.0,33.0,33.0,212.0,0.9285714285714286,93,1,Dissatisfied
C_676978,it turns out that the flowers are blooming everywhere——kun opera art appreciation,2227,192.0,98.0,4.0,90.0,NaN,35,1,NaN
C_676978,it turns out that the flowers are blooming everywhere——kun opera art appreciation,2227,192.0,98.0,4.0,90.0,NaN,35,1,NaN
C_676978,it turns out that the flowers are blooming everywhere——kun opera art appreciation,2227,192.0,98.0,4.0,90.0,NaN,35,1,NaN
C_676978,it turns out that the flowers are blooming everywhere——kun opera art appreciation,2227,192.0,98.0,4.0,90.0,NaN,35,1,NaN
C_676996,20th century western music,11350,56.0,39.0,1.0,16.0,0.75,26,NaN,NaN
C_677004,reading ancient poems today,3187,12.0,2.0,2.0,8.0,0.4851851851851852,41,NaN,NaN
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6,Dissatisfied
C_677010,java programming,42690,510.0,52.0,80.0,378.0,0.3333333333333333,141,1,Very dissatisfied
C_677010,java programming,42690,510.0,52.0,80.0,378.0,0.3333333333333333,141,1,Very dissatisfied
C_677010,java programming,42690,510.0,52.0,80.0,378.0,0.3333333333333333,141,1,Very dissatisfied
C_677010,java programming,42690,510.0,52.0,80.0,378.0,0.3333333333333333,141,1,Very dissatisfied
C_677010,java programming,42690,510.0,52.0,80.0,378.0,0.3333333333333333,141,1,Very dissatisfied
C_677014,chinese traditional culture,5604,69.0,40.0,2.0,27.0,0.8004399985676588,58,NaN,NaN
C_677019,talk about china in english,16323,4928.0,1553.0,135.0,3240.0,NaN,90,NaN,NaN
C_677020,ancient chinese etiquette civilization—etiquette classics,11948,465.0,105.0,44.0,316.0,NaN,111,1,NaN
C_677020,ancient chinese etiquette civilization—etiquette classics,11948,465.0,105.0,44.0,316.0,NaN,111,1,NaN
C_677020,ancient chinese etiquette civilization—etiquette classics,11948,465.0,105.0,44.0,316.0,NaN,111,1,NaN
C_677020,ancient chinese etiquette civilization—etiquette classics,11948,465.0,105.0,44.0,316.0,NaN,111,1,NaN
C_677026,internet thinking,33,NaN,NaN,NaN,NaN,NaN,13,1,NaN
C_677026,internet thinking,33,NaN,NaN,NaN,NaN,NaN,13,1,NaN
C_677026,internet thinking,33,NaN,NaN,NaN,NaN,NaN,13,1,NaN
C_677026,internet thinking,33,NaN,NaN,NaN,NaN,NaN,13,1,NaN
C_677028,ancient chinese etiquette civilization - etiquette system,8366,158.0,20.0,11.0,127.0,NaN,91,1,NaN
C_677028,ancient chinese etiquette civilization - etiquette system,8366,158.0,20.0,11.0,127.0,NaN,91,1,NaN
C_677028,ancient chinese etiquette civilization - etiquette system,8366,158.0,20.0,11.0,127.0,NaN,91,1,NaN
C_677028,ancient chinese etiquette civilization - etiquette system,8366,158.0,20.0,11.0,127.0,NaN,91,1,NaN
C_677031,principles of communication,8332,120.0,32.0,4.0,84.0,NaN,63,1,NaN
C_677031,principles of communication,8332,120.0,32.0,4.0,84.0,NaN,63,1,NaN
C_677031,principles of communication,8332,120.0,32.0,4.0,84.0,NaN,63,1,NaN
C_677031,principles of communication,8332,120.0,32.0,4.0,84.0,NaN,63,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677038,the master teacher in the e era - the training methods of mooc teachers,5084,673.0,316.0,34.0,323.0,NaN,40,1,NaN
C_677043,mooc asked,4392,78.0,34.0,3.0,41.0,NaN,29,NaN,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,NaN,56,1,NaN
C_677052,c programming case tutorial (basics),8,NaN,NaN,NaN,NaN,NaN,192,7,NaN
C_677052,c programming case tutorial (basics),8,NaN,NaN,NaN,NaN,NaN,192,7,NaN
C_677055,practical knot techniques,1225,8.0,1.0,1.0,6.0,NaN,48,NaN,NaN
C_677061,appreciation of chinese minority myths,1631,11.0,0.0,0.0,11.0,0.9609126984126984,102,NaN,NaN
C_677066,software engineering,1,NaN,NaN,NaN,NaN,NaN,97,1,NaN
C_677066,software engineering,1,NaN,NaN,NaN,NaN,NaN,97,1,NaN
C_677077,selected readings from chinese literary classics,7657,80.0,24.0,7.0,49.0,NaN,61,NaN,NaN
C_677076,introduction to american politics,7641,419.0,78.0,42.0,299.0,NaN,105,1,NaN
C_677076,introduction to american politics,7641,419.0,78.0,42.0,299.0,NaN,105,1,NaN
C_677076,introduction to american politics,7641,419.0,78.0,42.0,299.0,NaN,105,1,NaN
C_677076,introduction to american politics,7641,419.0,78.0,42.0,299.0,NaN,105,1,NaN
C_677080,lesson 1 of mass innovation: general theory of innovation and technology industrialization,12,NaN,NaN,NaN,NaN,NaN,11,NaN,NaN
C_677087,introduction to chinese philosophy classics,6676,199.0,56.0,17.0,126.0,0.774126376665337,92,NaN,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677089,structural mechanics,3019,10.0,0.0,0.0,10.0,NaN,96,9,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,NaN,31,1,NaN
C_677093,portrait photography,12800,4792.0,3007.0,13.0,1772.0,NaN,181,NaN,NaN
C_677102,enter sex science,3386,15.0,4.0,3.0,8.0,NaN,60,NaN,NaN
C_677110,scientific computing and matlab language,5841,37.0,8.0,6.0,23.0,0.4722222222222222,70,5,Satisfied
C_677110,scientific computing and matlab language,5841,37.0,8.0,6.0,23.0,0.4722222222222222,70,5,Satisfied
C_677110,scientific computing and matlab language,5841,37.0,8.0,6.0,23.0,0.4722222222222222,70,5,Satisfied
C_677110,scientific computing and matlab language,5841,37.0,8.0,6.0,23.0,0.4722222222222222,70,5,Satisfied
C_677110,scientific computing and matlab language,5841,37.0,8.0,6.0,23.0,0.4722222222222222,70,5,Satisfied
C_677110,scientific computing and matlab language,5841,37.0,8.0,6.0,23.0,0.4722222222222222,70,5,Satisfied
